,Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P_FGA%,0-3_FGA%,3-10_FGA%,10-16_FGA%,16-3P_FGA%,3P_FGA%,2P_FG%,0-3_FG%,3-10_FG%,10-16_FG%,16-3P_FG%,3P_FG%,2P_FGast,3P_FGast,Dunks_%FGA,Dunks_#,Corner_%3PA,Corner_3P%,Heaves_Att.,Heaves_#,Year,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,GREATEST_75_FLAG,Quartile,FIRST_2,NEXT_2,Improved
89,Kentavious Caldwell-Pope,SG,20.5,DET,81.0,2085.0,0.3985,15.600000000000001,0.5705,0.2465,0.0885,0.07250000000000001,0.1625,0.4295,0.448,0.601,0.2965,0.41800000000000004,0.317,0.33199999999999996,0.621,0.9145,0.041999999999999996,23.5,0.299,0.381,3,0,2014,203484.0,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,"Caldwell-Pope, Kentavious",K. Caldwell-Pope,kentavious-caldwell-pope,1993-02-18T00:00:00,Georgia,USA,Georgia/USA,77.0,204.0,10.0,Guard,Active,Y,1610612743.0,kentavious_caldwell-pope,2013.0,2023.0,N,Y,Y,2013,N,2,2,3,Yes
90,Kevin Huerter,SG,20.5,ATL,65.5,1904.0,0.416,17.450000000000003,0.4575,0.166,0.13,0.1085,0.053,0.5425,0.455,0.587,0.386,0.376,0.381,0.3825,0.448,0.8109999999999999,0.027499999999999997,17.0,0.1775,0.4365,2,0,2019,1628989.0,Kevin,Huerter,Kevin Huerter,"Huerter, Kevin",K. Huerter,kevin-huerter,1998-08-27T00:00:00,Maryland,USA,Maryland/USA,79.0,198.0,5.0,Guard-Forward,Active,Y,1610612758.0,kevin_huerter,2018.0,2023.0,N,Y,Y,2018,N,2,2,2,No
91,Kris Dunn,PG,22.5,MIN,65.0,1429.0,0.403,12.9,0.783,0.2515,0.159,0.131,0.2415,0.21700000000000003,0.4305,0.525,0.4095,0.328,0.404,0.3045,0.23099999999999998,0.6475,0.031,13.0,0.1905,0.3335,0,0,2017,1627739.0,Kris,Dunn,Kris Dunn,"Dunn, Kris",K. Dunn,kris-dunn,1994-03-18T00:00:00,Providence,USA,Providence/USA,75.0,205.0,7.0,Guard,Active,Y,1610612762.0,kris_dunn,2016.0,2023.0,Y,Y,Y,2016,N,1,1,2,Yes
92,Kyle Anderson,SF,21.5,SAS,55.5,801.5,0.40800000000000003,11.2,0.8755,0.2375,0.20650000000000002,0.2155,0.2175,0.1245,0.4235,0.587,0.34450000000000003,0.375,0.351,0.2985,0.4205,1.0,0.028,5.5,0.7050000000000001,0.4375,0,0,2015,203937.0,Kyle,Anderson,Kyle Anderson,"Anderson, Kyle",K. Anderson,kyle-anderson,1993-09-20T00:00:00,UCLA,USA,UCLA/USA,81.0,230.0,9.0,Forward-Guard,Active,Y,1610612750.0,kyle_anderson,2014.0,2023.0,Y,Y,Y,2014,N,2,2,3,Yes
93,Kyle Kuzma,PF,22.5,LAL,73.5,2357.5,0.453,13.7,0.597,0.27249999999999996,0.1895,0.073,0.061,0.403,0.532,0.6505000000000001,0.45699999999999996,0.4255,0.37,0.3345,0.5725,0.9015,0.045,43.5,0.1905,0.3625,1,0,2018,1628398.0,Kyle,Kuzma,Kyle Kuzma,"Kuzma, Kyle",K. Kuzma,kyle-kuzma,1995-07-24T00:00:00,Utah,USA,Utah/USA,81.0,221.0,6.0,Forward,Active,Y,1610612764.0,kyle_kuzma,2017.0,2023.0,N,Y,Y,2017,N,2,3,4,Yes
94,Landry Shamet,SG,21.5,TOT,66.0,1627.0,0.4175,20.65,0.266,0.1315,0.041999999999999996,0.043,0.0485,0.734,0.474,0.6200000000000001,0.27649999999999997,0.4515,0.2455,0.39849999999999997,0.6679999999999999,0.9595,0.012,4.0,0.233,0.437,0,0,2019,1629013.0,Landry,Shamet,Landry Shamet,"Shamet, Landry",L. Shamet,landry-shamet,1997-03-13T00:00:00,Wichita State,USA,Wichita State/USA,76.0,190.0,5.0,Guard,Active,Y,1610612764.0,landry_shamet,2018.0,2023.0,N,Y,Y,2018,N,1,3,2,No
95,Lauri Markkanen,PF,20.5,CHI,60.0,1851.0,0.432,15.05,0.5585,0.23399999999999999,0.149,0.0905,0.08549999999999999,0.4415,0.488,0.65,0.3885,0.3365,0.3605,0.3615,0.5845,0.9704999999999999,0.0595,47.0,0.1145,0.347,1,0,2018,1628374.0,Lauri,Markkanen,Lauri Markkanen,"Markkanen, Lauri",L. Markkanen,lauri-markkanen,1997-05-22T00:00:00,Arizona,Finland,Arizona/Finland,84.0,240.0,6.0,Forward-Center,Active,Y,1610612762.0,lauri_markkanen,2017.0,2023.0,N,Y,Y,2017,N,3,3,3,No
96,Lonnie Walker IV,SG,20.5,SAS,39.0,553.0,0.387,13.4,0.717,0.267,0.181,0.0995,0.16999999999999998,0.283,0.3835,0.6419999999999999,0.1565,0.3405,0.2705,0.3955,0.434,0.8755,0.028,8.5,0.1625,0.6799999999999999,0,0,2019,1629022.0,Lonnie,Walker IV,Lonnie Walker IV,"Walker IV, Lonnie",L. Walker IV,lonnie-walker-iv,1998-12-14T00:00:00,Miami,USA,Miami/USA,76.0,204.0,5.0,Guard-Forward,Active,Y,1610612751.0,lonnie_walker,2018.0,2023.0,Y,Y,Y,2018,N,3,3,3,No
97,Lonzo Ball,PG,20.5,LAL,49.5,1601.5,0.383,15.75,0.4885,0.29100000000000004,0.094,0.0495,0.0535,0.5115000000000001,0.45099999999999996,0.5449999999999999,0.28200000000000003,0.319,0.34850000000000003,0.317,0.377,0.752,0.0455,20.0,0.14300000000000002,0.23299999999999998,3,0,2018,1628366.0,Lonzo,Ball,Lonzo Ball,"Ball, Lonzo",L. Ball,lonzo-ball,1997-10-27T00:00:00,UCLA,USA,UCLA/USA,78.0,190.0,5.0,Guard,Active,N,1610612741.0,lonzo_ball,2017.0,2023.0,N,Y,Y,2017,N,1,2,2,No
98,Lorenzo Brown,PG,23.5,PHI,27.5,386.5,0.364,12.35,0.7105,0.3415,0.1585,0.109,0.10200000000000001,0.2895,0.44999999999999996,0.5,0.469,0.25,0.4095,0.157,0.32599999999999996,0.667,0.0205,2.0,0.20500000000000002,0.0625,0,0,2014,203485.0,Lorenzo,Brown,Lorenzo Brown,"Brown, Lorenzo",L. Brown,lorenzo-brown,1990-08-26T00:00:00,North Carolina State,USA,North Carolina State/USA,77.0,189.0,5.0,Guard,Inactive,N,0.0,lorenzo_brown,2013.0,2018.0,Y,Y,Y,2013,N,1,2,3,Yes
99,Luke Kennard,SG,21.5,DET,68.0,1450.0,0.4405,17.7,0.532,0.1165,0.1205,0.1175,0.177,0.46799999999999997,0.47450000000000003,0.635,0.3785,0.4525,0.4545,0.40449999999999997,0.5015000000000001,0.931,0.0065,3.0,0.16099999999999998,0.4155,0,0,2018,1628379.0,Luke,Kennard,Luke Kennard,"Kennard, Luke",L. Kennard,luke-kennard,1996-06-24T00:00:00,Duke,USA,Duke/USA,77.0,206.0,6.0,Guard,Active,Y,1610612763.0,luke_kennard,2017.0,2023.0,Y,Y,Y,2017,N,2,3,4,Yes
100,Malcolm Brogdon,SG,24.5,MIL,61.5,1709.0,0.471,11.649999999999999,0.688,0.39,0.1225,0.099,0.076,0.312,0.506,0.611,0.315,0.405,0.422,0.3945,0.40549999999999997,0.8115,0.0305,17.5,0.2525,0.4825,1,0,2017,1627763.0,Malcolm,Brogdon,Malcolm Brogdon,"Brogdon, Malcolm",M. Brogdon,malcolm-brogdon,1992-12-11T00:00:00,Virginia,USA,Virginia/USA,76.0,229.0,7.0,Guard,Active,Y,1610612757.0,malcolm_brogdon,2016.0,2023.0,N,Y,Y,2016,N,2,3,2,No
101,Malik Beasley,SG,20.5,DEN,42.0,374.0,0.431,13.5,0.5775,0.354,0.08850000000000001,0.0595,0.07600000000000001,0.4225,0.501,0.6114999999999999,0.1725,0.2665,0.4,0.331,0.564,0.9645,0.062,7.0,0.39149999999999996,0.3635,0,0,2017,1627736.0,Malik,Beasley,Malik Beasley,"Beasley, Malik",M. Beasley,malik-beasley,1996-11-26T00:00:00,Florida State,USA,Florida State/USA,76.0,187.0,7.0,Guard,Active,Y,1610612749.0,malik_beasley,2016.0,2023.0,Y,Y,Y,2016,N,3,3,4,Yes
102,Malik Monk,SG,19.5,CHO,68.0,1056.0,0.3735,18.6,0.4325,0.14600000000000002,0.0935,0.07,0.1225,0.5674999999999999,0.42300000000000004,0.624,0.3055,0.33399999999999996,0.3345,0.336,0.40900000000000003,0.763,0.026,13.5,0.1915,0.32899999999999996,4,0,2018,1628370.0,Malik,Monk,Malik Monk,"Monk, Malik",M. Monk,malik-monk,1998-02-04T00:00:00,Kentucky,USA,Kentucky/USA,75.0,200.0,6.0,Guard,Active,Y,1610612758.0,malik_monk,2017.0,2023.0,Y,Y,Y,2017,N,2,2,3,Yes
103,Marcus Smart,PG,20.5,BOS,64.0,1737.5,0.3575,15.95,0.487,0.23349999999999999,0.118,0.062,0.0735,0.513,0.4185,0.5365,0.28400000000000003,0.3875,0.3025,0.29400000000000004,0.3915,0.8195,0.013999999999999999,5.5,0.2105,0.2995,4,0,2015,203935.0,Marcus,Smart,Marcus Smart,"Smart, Marcus",M. Smart,marcus-smart,1994-03-06T00:00:00,Oklahoma State,USA,Oklahoma State/USA,75.0,220.0,9.0,Guard,Active,Y,1610612763.0,marcus_smart,2014.0,2023.0,Y,Y,Y,2014,N,2,2,2,No
104,Mario Hezonja,SF,20.5,ORL,72.0,1186.5,0.394,17.2,0.5525,0.1925,0.089,0.046,0.22399999999999998,0.4475,0.451,0.5880000000000001,0.39349999999999996,0.4165,0.36,0.32399999999999995,0.513,0.8365,0.0445,14.0,0.202,0.3395,4,0,2016,1626209.0,Mario,Hezonja,Mario Hezonja,"Hezonja, Mario",M. Hezonja,mario-hezonja,1995-02-25T00:00:00,FC Barcelona,Croatia,FC Barcelona/Croatia,80.0,220.0,6.0,Forward-Guard,Inactive,N,1610612753.0,mario_hezonja,2015.0,2019.0,N,Y,Y,2015,N,3,3,3,No
105,Markelle Fultz,SG,19.5,PHI,16.5,340.0,0.41200000000000003,8.2,0.9505,0.3585,0.26249999999999996,0.2195,0.109,0.049499999999999995,0.421,0.6535,0.2505,0.3405,0.268,0.143,0.30600000000000005,0.25,0.036,4.0,0.2145,0.1665,0,0,2018,1628365.0,Markelle,Fultz,Markelle Fultz,"Fultz, Markelle",M. Fultz,markelle-fultz,1998-05-29T00:00:00,Washington,USA,Washington/USA,76.0,209.0,6.0,Guard,Active,Y,1610612753.0,markelle_fultz,2017.0,2023.0,N,Y,Y,2017,N,3,3,3,No
106,Marquese Chriss,PF,19.5,PHO,77.0,1635.0,0.436,12.100000000000001,0.624,0.391,0.112,0.0535,0.0665,0.376,0.5145,0.618,0.332,0.34450000000000003,0.35150000000000003,0.308,0.6739999999999999,0.993,0.1805,80.5,0.353,0.301,1,0,2017,1627737.0,Marquese,Chriss,Marquese Chriss,"Chriss, Marquese",M. Chriss,marquese-chriss,1997-07-02T00:00:00,Washington,USA,Washington/USA,81.0,240.0,7.0,Forward,Inactive,N,1610612742.0,marquese_chriss,2016.0,2021.0,N,Y,Y,2016,N,3,3,3,No
107,Marvin Bagley III,PF,19.5,SAC,37.5,950.5,0.48550000000000004,8.45,0.866,0.397,0.3015,0.093,0.07450000000000001,0.134,0.522,0.6859999999999999,0.37,0.2965,0.492,0.2475,0.575,0.95,0.143,50.0,0.132,0.095,1,0,2019,1628963.0,Marvin,Bagley III,Marvin Bagley III,"Bagley III, Marvin",M. Bagley III,marvin-bagley-iii,1999-03-14T00:00:00,Duke,USA,Duke/USA,82.0,235.0,5.0,Forward,Active,Y,1610612764.0,marvin_bagley_iii,2018.0,2023.0,N,Y,Y,2018,N,3,3,4,Yes
108,Michael Carter-Williams,PG,22.5,PHI,68.0,2281.5,0.4005,10.35,0.8185,0.3365,0.2385,0.0895,0.154,0.1815,0.434,0.5705,0.3415,0.392,0.3105,0.2495,0.22949999999999998,0.786,0.0305,28.0,0.1055,0.3,1,0,2014,203487.0,Michael,Carter-Williams,Michael Carter-Williams,"Carter-Williams, Michael",M. Carter-Williams,michael-carter-williams,1991-10-10T00:00:00,Syracuse,USA,Syracuse/USA,77.0,190.0,10.0,Guard,Inactive,N,1610612753.0,michael_carter-williams,2013.0,2022.0,Y,Y,Y,2013,N,1,2,2,No
109,Miles Bridges,SF,20.5,CHO,72.5,1845.5,0.444,12.850000000000001,0.6054999999999999,0.3595,0.1735,0.0415,0.03,0.3945,0.5195000000000001,0.646,0.3205,0.3345,0.4055,0.3275,0.6435,0.9464999999999999,0.117,59.0,0.3665,0.386,8,0,2019,1628970.0,Miles,Bridges,Miles Bridges,"Bridges, Miles",M. Bridges,miles-bridges,1998-03-21T00:00:00,Michigan State,USA,Michigan State/USA,79.0,225.0,4.0,Forward,Active,Y,1610612766.0,miles_bridges,2018.0,2023.0,N,Y,Y,2018,N,3,3,4,Yes
110,Nassir Little,PF,19.5,POR,48.0,606.5,0.4485,13.6,0.565,0.333,0.14,0.0435,0.0485,0.435,0.5645,0.6779999999999999,0.463,0.322,0.1785,0.2935,0.623,0.9105,0.1145,15.5,0.285,0.276,0,0,2020,1629642.0,Nassir,Little,Nassir Little,"Little, Nassir",N. Little,nassir-little,2000-02-11T00:00:00,North Carolina,USA,North Carolina/USA,78.0,220.0,4.0,Forward-Guard,Active,Y,1610612756.0,nassir_little,2019.0,2023.0,N,Y,Y,2019,N,3,3,4,Yes
111,Nickeil Alexander-Walker,SG,21.5,NOP,46.5,799.0,0.39349999999999996,15.7,0.511,0.24,0.16849999999999998,0.047,0.0555,0.489,0.438,0.502,0.3905,0.3175,0.41700000000000004,0.3465,0.26849999999999996,0.917,0.0115,4.5,0.2355,0.3735,4,0,2020,1629638.0,Nickeil,Alexander-Walker,Nickeil Alexander-Walker,"Alexander-Walker, Nickeil",N. Alexander-Walker,nickeil-alexander-walker,1998-09-02T00:00:00,Virginia Tech,Canada,Virginia Tech/Canada,77.0,205.0,4.0,Guard,Active,Y,1610612750.0,nickeil_alexander-walker,2019.0,2023.0,Y,Y,Y,2019,N,1,1,2,Yes
112,Nik Stauskas,SG,21.5,SAC,73.0,1468.0,0.375,16.950000000000003,0.4505,0.215,0.07050000000000001,0.0435,0.121,0.5495,0.4405,0.5375000000000001,0.265,0.373,0.384,0.324,0.5125000000000001,0.916,0.0265,11.0,0.28900000000000003,0.316,0,0,2015,203917.0,Nik,Stauskas,Nik Stauskas,"Stauskas, Nik",N. Stauskas,nik-stauskas,1993-10-07T00:00:00,Michigan,Canada,Michigan/Canada,78.0,207.0,7.0,Guard,Inactive,N,1610612738.0,nik_stauskas,2014.0,2021.0,Y,Y,Y,2014,N,1,1,1,No
113,Noah Vonleh,PF,19.5,CHO,51.5,716.5,0.40800000000000003,8.7,0.832,0.432,0.2205,0.06,0.1195,0.168,0.42700000000000005,0.5369999999999999,0.2995,0.4335,0.246,0.312,0.444,0.9,0.084,18.0,0.152,0.143,0,0,2015,203943.0,Noah,Vonleh,Noah Vonleh,"Vonleh, Noah",N. Vonleh,noah-vonleh,1995-08-24T00:00:00,Indiana,USA,Indiana/USA,82.0,257.0,8.0,Forward,Inactive,N,0.0,noah_vonleh,2014.0,2022.0,Y,Y,Y,2014,N,1,2,2,No
114,Norman Powell,SG,22.5,TOR,62.5,1046.5,0.4365,12.75,0.6345000000000001,0.345,0.1185,0.0565,0.1175,0.36550000000000005,0.475,0.6074999999999999,0.237,0.258,0.40349999999999997,0.364,0.3035,0.945,0.064,22.5,0.453,0.42500000000000004,0,0,2016,1626181.0,Norman,Powell,Norman Powell,"Powell, Norman",N. Powell,norman-powell,1993-05-25T00:00:00,UCLA,USA,UCLA/USA,76.0,215.0,8.0,Guard,Active,Y,1610612746.0,norman_powell,2015.0,2023.0,Y,Y,Y,2015,N,2,2,2,No
115,P.J. Washington,PF,21.5,CHO,61.0,1856.5,0.4475,12.850000000000001,0.5934999999999999,0.3035,0.2415,0.03,0.018500000000000003,0.4065,0.4935,0.6365000000000001,0.35750000000000004,0.247,0.33199999999999996,0.38,0.7955000000000001,0.9555,0.098,53.5,0.249,0.4615,0,0,2020,1629023.0,P.J.,Washington,P.J. Washington,"Washington, P.J.",P. Washington,pj-washington,1998-08-23T00:00:00,Kentucky,USA,Kentucky/USA,79.0,230.0,4.0,Forward,Active,Y,1610612766.0,pj_washington,2019.0,2023.0,N,Y,Y,2019,N,3,3,3,No
116,Pat Connaughton,SG,23.5,POR,36.5,229.5,0.3895,14.35,0.5565,0.3305,0.089,0.0375,0.0995,0.4435,0.39949999999999997,0.548,0.20850000000000002,0.0,0.17149999999999999,0.3765,0.65,0.8705,0.028,2.0,0.16249999999999998,0.25,0,0,2016,1626192.0,Pat,Connaughton,Pat Connaughton,"Connaughton, Pat",P. Connaughton,pat-connaughton,1993-01-06T00:00:00,Notre Dame,USA,Notre Dame/USA,77.0,209.0,8.0,Guard,Active,Y,1610612749.0,pat_connaughton,2015.0,2023.0,N,Y,Y,2015,N,1,3,4,Yes
117,RJ Barrett,SG,19.5,NYK,64.0,2107.5,0.4215,11.1,0.7184999999999999,0.35850000000000004,0.21450000000000002,0.076,0.07050000000000001,0.2815,0.4445,0.5865,0.2925,0.29600000000000004,0.3425,0.36050000000000004,0.3535,0.9565,0.048,37.0,0.363,0.39,1,0,2020,1629628.0,RJ,Barrett,RJ Barrett,"Barrett, RJ",R. Barrett,rj-barrett,2000-06-14T00:00:00,Duke,Canada,Duke/Canada,78.0,214.0,4.0,Forward-Guard,Active,Y,1610612761.0,rj_barrett,2019.0,2023.0,N,Y,Y,2019,N,1,2,2,No
118,Raul Neto,PG,23.5,UTA,60.5,922.5,0.441,13.899999999999999,0.6355,0.3165,0.1315,0.0905,0.10350000000000001,0.36450000000000005,0.485,0.6125,0.41400000000000003,0.177,0.3885,0.359,0.2455,0.8485,0.001,0.5,0.34650000000000003,0.2585,3,0,2016,203526.0,Raul,Neto,Raul Neto,"Neto, Raul",R. Neto,raul-neto,1992-05-19T00:00:00,Murcia,Brazil,Murcia/Brazil,74.0,180.0,9.0,Guard,Inactive,N,1610612739.0,raul_neto,2015.0,2022.0,Y,Y,Y,2013,N,2,3,3,No
119,Rodney Hood,SG,22.5,UTA,64.5,1802.5,0.417,16.2,0.5415000000000001,0.1195,0.191,0.1145,0.117,0.4585,0.46399999999999997,0.639,0.41500000000000004,0.4535,0.3825,0.362,0.2645,0.8035,0.014,8.0,0.212,0.3265,2,0,2015,203918.0,Rodney,Hood,Rodney Hood,"Hood, Rodney",R. Hood,rodney-hood,1992-10-20T00:00:00,Duke,USA,Duke/USA,80.0,208.0,9.0,Guard-Forward,Inactive,N,1610612746.0,rodney_hood,2014.0,2021.0,N,Y,Y,2014,N,3,3,3,No
120,Romeo Langford,SG,20.5,BOS,25.0,326.5,0.353,11.6,0.679,0.3385,0.2305,0.06999999999999999,0.0405,0.3215,0.41200000000000003,0.603,0.273,0.3335,0.0,0.2315,0.4265,1.0,0.0505,3.0,0.444,0.25,1,0,2020,1629641.0,Romeo,Langford,Romeo Langford,"Langford, Romeo",R. Langford,romeo-langford,1999-10-25T00:00:00,Indiana,USA,Indiana/USA,77.0,216.0,5.0,Guard-Forward,Inactive,Y,1610612759.0,romeo_langford,2019.0,2022.0,Y,Y,Y,2019,N,1,2,3,Yes
121,Rondae Hollis-Jefferson,SF,21.5,BRK,53.5,1188.0,0.4455,8.6,0.8875,0.46599999999999997,0.1595,0.10900000000000001,0.152,0.1125,0.46950000000000003,0.5825,0.22699999999999998,0.4915,0.357,0.255,0.5469999999999999,0.8415,0.07050000000000001,23.0,0.3575,0.20400000000000001,0,0,2016,1626178.0,Rondae,Hollis-Jefferson,Rondae Hollis-Jefferson,"Hollis-Jefferson, Rondae",R. Hollis-Jefferson,rondae-hollis-jefferson,1995-01-03T00:00:00,Arizona,USA,Arizona/USA,78.0,217.0,7.0,Forward,Inactive,N,1610612751.0,rondae_hollis-jefferson,2015.0,2020.0,N,Y,Y,2015,N,2,2,2,No
122,Ryan Kelly,PF,22.5,LAL,55.5,1272.5,0.38,15.3,0.5914999999999999,0.177,0.153,0.1395,0.1225,0.4085,0.4065,0.6465000000000001,0.299,0.28700000000000003,0.343,0.337,0.651,0.9475,0.039,13.0,0.2205,0.448,0,0,2014,203527.0,Ryan,Kelly,Ryan Kelly,"Kelly, Ryan",R. Kelly,ryan-kelly,1991-04-09T00:00:00,Duke,USA,Duke/USA,83.0,230.0,5.0,Forward,Inactive,N,1610612747.0,ryan_kelly,2013.0,2016.0,Y,Y,Y,2013,N,3,3,1,No
123,Sam Dekker,PF,21.5,HOU,40.0,712.5,0.2365,6.3,0.282,0.218,0.049,0.006,0.0115,0.218,0.2955,0.3235,0.1785,0.2,0.25,0.1605,0.3635,0.4835,0.0605,22.0,0.1765,0.197,0,0,2016,1626155.0,Sam,Dekker,Sam Dekker,"Dekker, Sam",S. Dekker,sam-dekker,1994-05-06T00:00:00,Wisconsin,USA,Wisconsin/USA,80.0,219.0,5.0,Forward,Inactive,N,0.0,sam_dekker,2015.0,2021.0,Y,Y,Y,2015,N,1,3,3,No
124,Shabazz Napier,PG,23.5,MIA,53.0,806.0,0.36,18.1,0.4825,0.14400000000000002,0.0655,0.059,0.2145,0.5175000000000001,0.3755,0.358,0.25,0.4425,0.40149999999999997,0.34550000000000003,0.194,0.7190000000000001,0.0,0.0,0.20400000000000001,0.3085,1,0,2015,203894.0,Shabazz,Napier,Shabazz Napier,"Napier, Shabazz",S. Napier,shabazz-napier,1991-07-14T00:00:00,Connecticut,USA,Connecticut/USA,72.0,175.0,7.0,Guard,Inactive,N,1610612757.0,shabazz_napier,2014.0,2019.0,Y,Y,Y,2014,N,1,1,1,No
125,Shai Gilgeous-Alexander,PG,20.5,LAC,76.0,2301.0,0.4735,11.3,0.7795000000000001,0.3,0.21200000000000002,0.179,0.0885,0.2205,0.5075000000000001,0.624,0.4105,0.4575,0.47150000000000003,0.357,0.27249999999999996,0.7210000000000001,0.0235,19.0,0.2935,0.42200000000000004,1,0,2019,1628983.0,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,"Gilgeous-Alexander, Shai",S. Gilgeous-Alexander,shai-gilgeous-alexander,1998-07-12T00:00:00,Kentucky,Canada,Kentucky/Canada,78.0,195.0,5.0,Guard,Active,Y,1610612760.0,shai_gilgeous-alexander,2018.0,2023.0,N,Y,Y,2018,N,2,2,2,No
126,Shake Milton,SG,22.5,PHI,30.0,536.5,0.4375,16.0,0.5035000000000001,0.225,0.135,0.0825,0.0605,0.4965,0.5,0.636,0.321,0.5165,0.375,0.374,0.5660000000000001,0.904,0.009,1.5,0.251,0.3685,0,0,2019,1629003.0,Shake,Milton,Shake Milton,"Milton, Shake",S. Milton,shake-milton,1996-09-26T00:00:00,Southern Methodist,USA,Southern Methodist/USA,77.0,205.0,5.0,Guard-Forward,Active,Y,1610612750.0,shake_milton,2018.0,2023.0,Y,Y,Y,2018,N,2,3,3,No
127,Shane Larkin,PG,21.5,DAL,62.0,1177.0,0.4065,13.600000000000001,0.727,0.22149999999999997,0.187,0.105,0.2135,0.273,0.4425,0.599,0.398,0.3335,0.37,0.309,0.3495,0.8165,0.0,0.0,0.122,0.35,0,0,2014,203499.0,Shane,Larkin,Shane Larkin,"Larkin, Shane",S. Larkin,shane-larkin,1992-10-02T00:00:00,Miami,USA,Miami/USA,71.0,175.0,4.0,Guard,Inactive,N,1610612751.0,shane_larkin,2013.0,2017.0,Y,Y,Y,2013,N,2,2,2,No
128,Sindarius Thornwell,SG,23.5,LAC,68.5,734.5,0.388,10.2,0.716,0.363,0.28099999999999997,0.036,0.0365,0.28400000000000003,0.43,0.534,0.307,0.25,0.2355,0.2885,0.737,1.0,0.0235,3.5,0.463,0.268,2,0,2018,1628414.0,Sindarius,Thornwell,Sindarius Thornwell,"Thornwell, Sindarius",S. Thornwell,sindarius-thornwell,1994-11-15T00:00:00,South Carolina,USA,South Carolina/USA,76.0,215.0,5.0,Guard,Inactive,N,1610612746.0,sindarius_thornwell,2017.0,2020.0,Y,Y,Y,2017,N,1,1,4,Yes
129,Solomon Hill,SF,22.5,IND,55.0,1303.5,0.4105,14.5,0.5485,0.2885,0.121,0.0795,0.06,0.4515,0.509,0.529,0.4165,0.6885,0.175,0.3155,0.375,0.8425,0.03,15.0,0.434,0.3125,0,0,2014,203524.0,Solomon,Hill,Solomon Hill,"Hill, Solomon",S. Hill,solomon-hill,1991-03-18T00:00:00,Arizona,USA,Arizona/USA,78.0,226.0,9.0,Forward,Inactive,N,0.0,solomon_hill,2013.0,2021.0,Y,Y,Y,2013,N,2,2,3,Yes
130,Spencer Dinwiddie,PG,21.5,DET,23.0,307.0,0.32699999999999996,12.4,0.715,0.276,0.16949999999999998,0.13,0.13,0.28500000000000003,0.392,0.535,0.1845,0.34550000000000003,0.419,0.14250000000000002,0.1195,0.0835,0.0125,1.0,0.031,0.125,2,0,2015,203915.0,Spencer,Dinwiddie,Spencer Dinwiddie,"Dinwiddie, Spencer",S. Dinwiddie,spencer-dinwiddie,1993-04-06T00:00:00,Colorado,USA,Colorado/USA,77.0,215.0,9.0,Guard,Active,Y,1610612751.0,spencer_dinwiddie,2014.0,2023.0,Y,Y,Y,2014,N,1,2,2,No
131,Stanley Johnson,SF,19.5,DET,75.0,1529.0,0.364,15.1,0.618,0.189,0.16199999999999998,0.123,0.144,0.382,0.404,0.6065,0.2815,0.434,0.2655,0.2995,0.3455,0.911,0.014,6.5,0.3265,0.3685,3,0,2016,1626169.0,Stanley,Johnson,Stanley Johnson,"Johnson, Stanley",S. Johnson,stanley-johnson,1996-05-29T00:00:00,Arizona,USA,Arizona/USA,78.0,242.0,8.0,Forward-Guard,Inactive,N,0.0,stanley_johnson,2015.0,2022.0,Y,Y,Y,2015,N,2,3,3,No
132,Sterling Brown,SG,22.5,MIL,56.0,905.0,0.4325,14.1,0.5425,0.3215,0.12,0.0545,0.047,0.4575,0.49850000000000005,0.5795,0.297,0.577,0.3035,0.3565,0.627,0.95,0.042499999999999996,9.0,0.40700000000000003,0.451,1,0,2018,1628425.0,Sterling,Brown,Sterling Brown,"Brown, Sterling",S. Brown,sterling-brown,1995-02-10T00:00:00,Southern Methodist,USA,Southern Methodist/USA,77.0,219.0,6.0,Guard-Forward,Inactive,N,0.0,sterling_brown,2017.0,2022.0,Y,Y,Y,2017,N,1,2,2,No
133,Steven Adams,C,20.5,OKC,75.5,1484.0,0.5235000000000001,3.05,0.9975,0.6315,0.3215,0.040499999999999994,0.004,0.0025,0.525,0.629,0.3515,0.2915,0.0,0.0,0.6315,0.0,0.1875,49.0,0.0,0.0,0,0,2014,203500.0,Steven,Adams,Steven Adams,"Adams, Steven",S. Adams,steven-adams,1993-07-20T00:00:00,Pittsburgh,New Zealand,Pittsburgh/New Zealand,83.0,265.0,10.0,Center,Active,Y,1610612763.0,steven_adams,2013.0,2023.0,N,Y,Y,2013,N,2,3,3,No
